"video_id","title","published_at","channel_title","duration"
"qNoHih7YnG4","IEBC TO CONDUCT NEW ELECTION DURING UHURU KENYATTA'S BIRTHDAY","2017-09-21T17:28:56.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT23S"
"873OpsdZSIs","Uhuru akosoa sababu za mahakama ya juu kufuta ushindi wake","2017-09-21T17:27:38.000Z","Kenya CitizenTV","PT2M43S"
"0JMIPH0VN1c","Mbwa wamtafuna mjukuu wa marehemu Gachagua","2017-09-21T17:16:28.000Z","Kenya CitizenTV","PT2M10S"
"tWjSofrwVb0","Mwanafunzi auliwa katika shule ya upili ya Dagoretti, Nairobi","2017-09-21T17:12:56.000Z","Kenya CitizenTV","PT3M1S"
"zb_eyVmEU7Q","BREAKING NEWS: President Donald Trump New EXECUTIVE ORDER on NORTH KOREA 9/21/17","2017-09-21T16:52:12.000Z","Right Side Broadcasting Network","PT9M48S"
"9dPZdbBIPeo","Supreme Court Presidential Petition Judgement Summary Part 2","2017-09-21T16:38:56.000Z","Kumekucha Chris","PT6M46S"
"zyYAUnQ9i1k","Resilience after poisonous daggers of politics  tales of Mathare","2017-09-21T16:34:31.000Z","Capital FM Kenya","PT2M16S"
"5OH5DlI22CQ","Mwanahabari Victor Muyakane amuokoa kijana aishiye na ulemavu alipovamiwa na nyuki","2017-09-21T16:30:59.000Z","KTN News Kenya","PT2M32S"
"NCKToqYHf50","WILLIAM RUTO, UHURU KENYATTA AND ADEN DUALE ASSURE KENYANS ANOTHER SUCCESSFUL TERM","2017-09-21T16:26:57.000Z","William Ruto TV","PT3M33S"
"sMCo2puYG6o","Tutembee Pamoja","2017-09-21T16:20:03.000Z","UhuruKenyattaTV","PT3M33S"
"lfeSAf-pkC8","President Uhuru Kenyatta reacts to the Supreme Court final verdict","2017-09-21T16:07:35.000Z","KTN News Kenya","PT17M28S"
"54CD78cEnBo","Jukwaa la KTN: Mustakabali wa kura","2017-09-21T15:57:49.000Z","KTN News Kenya","PT22M51S"
"CwGvdNvyT8A","President Trump Meets with South Korea President Moon Jae-In 9/21/17","2017-09-21T15:47:19.000Z","Based Patriot","PT4M30S"
"weuSLPXTztQ","Kenya is Secure and Stable","2017-09-21T15:41:32.000Z","UhuruKenyattaTV","PT2M56S"
"iHDMr9DLtIs","Duale To Kenyans~Uhuru Kenyatta Will Be President Till Another President Is Sworn In 9/21/17","2017-09-21T15:19:42.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT1M32S"
"fGtGqURsjTA","Scrutiny and Verification","2017-09-21T15:15:02.000Z","UhuruKenyattaTV","PT2M54S"
"tZbaSRT5S-4","William Ruto IRONICAL Questions To Supreme Court Of Kenya After Full Judgement 9/21/17","2017-09-21T15:13:42.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT1M1S"
"Pwe2Hv1tuCE","William Ruto MOCKS Supreme Court For Nullifying Uhuru Kenyatta Re-election Today 9/21/17","2017-09-21T15:03:29.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT11M18S"
"Z9-PVXDWLhY","Uhuru Kenyatta FULL Address To  North Eastern Leaders At State House Today 9/21/17","2017-09-21T15:02:29.000Z","Raila Odinga vs Uhuru Kenyatta 2017","PT28M5S"
"zcZC5voLFmI","SHOCK AS UHURU CALLS PRESS CONFERENCE TO WARN SUPREME COURT AFTER DELIVERING THEIR FULL VERDICT","2017-09-21T15:00:17.000Z","Kenya News Alert TV","PT15M38S"
